LEAGUE,YEAR,TID,TEAM NAME,PARK,HOME GAMES,ATTENDANCE,ATT/G,LAA
NL,1978,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,964106,11976,1675577
NL,1979,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1435454,17722,1764868
NL,1980,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1646757,20330,1760340
NL,1981,PIT,Pittsburgh Pirates,Three Rivers Stadium,51,541789,10623,1039866
NL,1982,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1024106,12643,1792285
NL,1983,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1225916,15135,1795774
NL,1984,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,773500,9549,1731786
NL,1985,PIT,Pittsburgh Pirates,Three Rivers Stadium,80,735900,9142,1857680
NL,1986,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1000917,12357,1861123
NL,1987,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1161193,14336,2061180
NL,1988,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1866713,23334,2041606
NL,1989,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1374141,16965,2110320
NL,1990,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,2049908,25308,2040959
NL,1991,PIT,Pittsburgh Pirates,Three Rivers Stadium,84,2065302,25498,2058014
NL,1992,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1829395,22585,2009261
NL,1993,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1650593,20378,2637470
NL,1994,PIT,Pittsburgh Pirates,Three Rivers Stadium,61,1222520,21448,1843416
NL,1995,PIT,Pittsburgh Pirates,Three Rivers Stadium,72,905517,12577,1793589
NL,1996,PIT,Pittsburgh Pirates,Three Rivers Stadium,80,1332150,16446,2169949
NL,1997,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1657022,20457,2277526
NL,1998,PIT,Pittsburgh Pirates,Three Rivers Stadium,80,1560950,19271,2401674
NL,1999,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1638023,20348,2380436
NL,2000,PIT,Pittsburgh Pirates,Three Rivers Stadium,81,1748908,21591,2480194
NL,2001,PIT,Pittsburgh Pirates,PNC Park,81,2435867,30834,2481346
NL,2002,PIT,Pittsburgh Pirates,PNC Park,79,1784993,23148,2309294
NL,2003,PIT,Pittsburgh Pirates,PNC Park,81,1636751,20983,2273813
NL,2004,PIT,Pittsburgh Pirates,PNC Park,80,1583031,21107,2512690
NL,2005,PIT,Pittsburgh Pirates,PNC Park,81,1794237,23003,2583685
NL,2006,PIT,Pittsburgh Pirates,PNC Park,81,1861549,23269,2598741
NL,2007,PIT,Pittsburgh Pirates,PNC Park,81,1749142,22141,2756384
NL,2008,PIT,Pittsburgh Pirates,PNC Park,81,1609076,20113,2755082
NL,2009,PIT,Pittsburgh Pirates,PNC Park,81,1577853,19479,2571627
NL,2010,PIT,Pittsburgh Pirates,PNC Park,81,1613399,19919,2563111
NL,2011,PIT,Pittsburgh Pirates,PNC Park,81,1940429,23956,2547018
NL,2012,PIT,Pittsburgh Pirates,PNC Park,81,2091918,26148,2592218
NL,2013,PIT,Pittsburgh Pirates,PNC Park,81,2256862,27862,2629060
NL,2014,PIT,Pittsburgh Pirates,PNC Park,81,2442564,30155,2615565
NL,1901,SLN,St. Louis Cardinals,Robison Field,72,379988,5428,240004
NL,1902,SLN,St. Louis Cardinals,Robison Field,70,226417,3379,210377
NL,1903,SLN,St. Louis Cardinals,Robison Field,69,226538,3307,298795
NL,1904,SLN,St. Louis Cardinals,Robison Field,76,386750,5023,333034
NL,1905,SLN,St. Louis Cardinals,Robison Field,77,292800,3803,341789
NL,1906,SLN,St. Louis Cardinals,Robison Field,77,283770,37836,347652
NL,1907,SLN,St. Louis Cardinals,Robison Field,79,185377,2423,330028
NL,1908,SLN,St. Louis Cardinals,Robison Field,77,205129,2664,439014
NL,1909,SLN,St. Louis Cardinals,Robison Field,76,299982,3947,437053
NL,1910,SLN,St. Louis Cardinals,Robison Field,76,355668,4649,366970
NL,1911,SLN,St. Louis Cardinals,Robison Field,79,447768,6010,403971
NL,1912,SLN,St. Louis Cardinals,Robison Field,77,241759,3160,341970
NL,1913,SLN,St. Louis Cardinals,Robison Field,74,203531,2714,353941
NL,1914,SLN,St. Louis Cardinals,Robison Field,79,256099,3348,213425
NL,1915,SLN,St. Louis Cardinals,Robison Field,81,252666,3303,303768
NL,1916,SLN,St. Louis Cardinals,Robison Field,76,224308,2932,381454
NL,1917,SLN,St. Louis Cardinals,Robison Field,78,288491,3796,295142
NL,1918,SLN,St. Louis Cardinals,Robison Field,73,110599,1715,171516
NL,1919,SLN,St. Louis Cardinals,Robison Field / Sportsman's Park,69,167059,2439,359775
NL,1920,SLN,St. Louis Cardinals,Sportsman's Park,76,326836,4245,504572
NL,1921,SLN,St. Louis Cardinals,Sportsman's Park,78,384773,5030,498373
NL,1922,SLN,St. Louis Cardinals,Sportsman's Park,77,536998,6974,492728
NL,1923,SLN,St. Louis Cardinals,Sportsman's Park,78,338551,4426,508727
NL,1924,SLN,St. Louis Cardinals,Sportsman's Park,77,272885,3544,542581
NL,1925,SLN,St. Louis Cardinals,Sportsman's Park,76,404959,5294,544213
NL,1926,SLN,St. Louis Cardinals,Sportsman's Park,79,668428,8681,615050
NL,1927,SLN,St. Louis Cardinals,Sportsman's Park,80,749340,9795,663740
NL,1928,SLN,St. Louis Cardinals,Sportsman's Park,77,761574,9891,610137
NL,1929,SLN,St. Louis Cardinals,Sportsman's Park,77,399887,5262,615714
NL,1930,SLN,St. Louis Cardinals,Sportsman's Park,77,508501,6604,680817
NL,1931,SLN,St. Louis Cardinals,Sportsman's Park,78,608535,7903,572977
NL,1932,SLN,St. Louis Cardinals,Sportsman's Park,79,279219,3626,480167
NL,1933,SLN,St. Louis Cardinals,Sportsman's Park,77,256171,3349,395353
NL,1934,SLN,St. Louis Cardinals,Sportsman's Park,77,325056,4249,400013
NL,1935,SLN,St. Louis Cardinals,Sportsman's Park,77,506084,6574,457164
NL,1936,SLN,St. Louis Cardinals,Sportsman's Park,77,448078,5819,487961
NL,1937,SLN,St. Louis Cardinals,Sportsman's Park,80,430811,5595,525529
NL,1938,SLN,St. Louis Cardinals,Sportsman's Park,81,291418,3860,570103
NL,1939,SLN,St. Louis Cardinals,Sportsman's Park,79,400245,5232,588397
NL,1940,SLN,St. Louis Cardinals,Sportsman's Park,77,324078,4236,548712
NL,1941,SLN,St. Louis Cardinals,Sportsman's Park,79,633645,8283,597206
NL,1942,SLN,St. Louis Cardinals,Sportsman's Park,78,553552,7189,544169
NL,1943,SLN,St. Louis Cardinals,Sportsman's Park,81,517135,6716,471168
NL,1944,SLN,St. Louis Cardinals,Sportsman's Park,77,461968,6000,496824
NL,1945,SLN,St. Louis Cardinals,Sportsman's Park,78,594630,7722,657588
NL,1946,SLN,St. Louis Cardinals,Sportsman's Park,78,1061807,13613,1112763
NL,1947,SLN,St. Louis Cardinals,Sportsman's Park,77,1247913,16207,1298559
NL,1948,SLN,St. Louis Cardinals,Sportsman's Park,77,1111440,14434,1221343
NL,1949,SLN,St. Louis Cardinals,Sportsman's Park,79,1430676,18580,1185590
NL,1950,SLN,St. Louis Cardinals,Sportsman's Park,76,1093411,14294,1040077
NL,1951,SLN,St. Louis Cardinals,Sportsman's Park,79,1013429,13161,905500
NL,1952,SLN,St. Louis Cardinals,Sportsman's Park,77,913113,11859,792394
NL,1953,SLN,St. Louis Cardinals,Sportsman's Park,78,880242,11432,927465
NL,1954,SLN,St. Louis Cardinals,Sportsman's Park,77,1039698,13503,1001690
NL,1955,SLN,St. Louis Cardinals,Sportsman's Park,77,849130,11028,959302
NL,1956,SLN,St. Louis Cardinals,Sportsman's Park,78,1029773,13374,1081196
NL,1957,SLN,St. Louis Cardinals,Sportsman's Park,77,1183575,15371,1102450
NL,1958,SLN,St. Louis Cardinals,Sportsman's Park,77,1063730,13815,1270575
NL,1959,SLN,St. Louis Cardinals,Sportsman's Park,77,929953,12077,1249316
NL,1960,SLN,St. Louis Cardinals,Sportsman's Park,77,1096632,14243,1335620
NL,1961,SLN,St. Louis Cardinals,Sportsman's Park,78,855305,11108,1091438
NL,1962,SLN,St. Louis Cardinals,Sportsman's Park,81,953895,11776,1136016
NL,1963,SLN,St. Louis Cardinals,Sportsman's Park,81,1170546,14451,1138223
NL,1964,SLN,St. Louis Cardinals,Sportsman's Park,81,1143294,14115,1204519
NL,1965,SLN,St. Louis Cardinals,Sportsman's Park,81,1241201,15419,1358114
NL,1966,SLN,St. Louis Cardinals,Sportsman's Park / Busch Stadium,81,1712980,21148,1501547
NL,1967,SLN,St. Louis Cardinals,Busch Stadium,81,2090145,25965,1297143
NL,1968,SLN,St. Louis Cardinals,Busch Stadium,81,2011167,24829,1178536
NL,1969,SLN,St. Louis Cardinals,Busch Stadium,80,1682783,20775,1257912
NL,1970,SLN,St. Louis Cardinals,Busch Stadium,81,1629736,20120,1388517
NL,1971,SLN,St. Louis Cardinals,Busch Stadium,82,1604671,19811,1443738
NL,1972,SLN,St. Louis Cardinals,Busch Stadium,77,1196894,15345,1294144
NL,1973,SLN,St. Louis Cardinals,Busch Stadium,81,1574046,19433,1389610
NL,1974,SLN,St. Louis Cardinals,Busch Stadium,81,1838413,22837,1414860
NL,1975,SLN,St. Louis Cardinals,Busch Stadium,82,1695270,20929,1383374
NL,1976,SLN,St. Louis Cardinals,Busch Stadium,81,1207079,14902,1388377
NL,1977,SLN,St. Louis Cardinals,Busch Stadium,83,1659287,20485,1589186
NL,1978,SLN,St. Louis Cardinals,Busch Stadium,81,1278215,15780,1675577
NL,1979,SLN,St. Louis Cardinals,Busch Stadium,82,1627256,20090,1764868
NL,1980,SLN,St. Louis Cardinals,Busch Stadium,81,1385147,17101,1760340
NL,1981,SLN,St. Louis Cardinals,Busch Stadium,53,1010247,19809,1039866
NL,1982,SLN,St. Louis Cardinals,Busch Stadium,81,2111906,26073,1792285
NL,1983,SLN,St. Louis Cardinals,Busch Stadium,81,2317914,28616,1795774
NL,1984,SLN,St. Louis Cardinals,Busch Stadium,81,2037448,25154,1731786
NL,1985,SLN,St. Louis Cardinals,Busch Stadium,81,2637563,32563,1857680
NL,1986,SLN,St. Louis Cardinals,Busch Stadium,81,2471974,30708,1861123
NL,1987,SLN,St. Louis Cardinals,Busch Stadium,81,3072122,37927,2061180
NL,1988,SLN,St. Louis Cardinals,Busch Stadium,81,2892799,35714,2041606
NL,1989,SLN,St. Louis Cardinals,Busch Stadium,83,3080980,38037,2110320
NL,1990,SLN,St. Louis Cardinals,Busch Stadium,81,2573225,31768,2040959
NL,1991,SLN,St. Louis Cardinals,Busch Stadium,84,2448699,30231,2058014
NL,1992,SLN,St. Louis Cardinals,Busch Stadium,81,2418483,29858,2009261
NL,1993,SLN,St. Louis Cardinals,Busch Stadium,81,2844977,35123,2637470
NL,1994,SLN,St. Louis Cardinals,Busch Stadium,56,1866544,32746,1843416
NL,1995,SLN,St. Louis Cardinals,Busch Stadium,72,1756727,24570,1793589
NL,1996,SLN,St. Louis Cardinals,Busch Stadium,81,2654718,32774,2169949
NL,1997,SLN,St. Louis Cardinals,Busch Stadium,81,2634014,32519,2277526
NL,1998,SLN,St. Louis Cardinals,Busch Stadium,82,3195691,39453,2401674
NL,1999,SLN,St. Louis Cardinals,Busch Stadium,80,3235833,40197,2380436
NL,2000,SLN,St. Louis Cardinals,Busch Stadium,81,3336493,41191,2480194
NL,2001,SLN,St. Louis Cardinals,Busch Stadium,82,3109578,38390,2481346
NL,2002,SLN,St. Louis Cardinals,Busch Stadium,81,3011756,37182,2309294
NL,2003,SLN,St. Louis Cardinals,Busch Stadium,81,2910386,35930,2273813
NL,2004,SLN,St. Louis Cardinals,Busch Stadium,81,3048427,37634,2512690
NL,2005,SLN,St. Louis Cardinals,Busch Stadium,81,3491837,43647,2583685
NL,2006,SLN,St. Louis Cardinals,Busch Stadium,80,3407104,42588,2598741
NL,2007,SLN,St. Louis Cardinals,Busch Stadium,81,3552166,48853,2756384
NL,2008,SLN,St. Louis Cardinals,Busch Stadium,81,3430660,42353,2755082
NL,2009,SLN,St. Louis Cardinals,Busch Stadium,81,3343252,41274,2571627
NL,2010,SLN,St. Louis Cardinals,Busch Stadium,81,3301218,40756,2563111
NL,2011,SLN,St. Louis Cardinals,Busch Stadium,81,3093954,38197,2547018
NL,2012,SLN,St. Louis Cardinals,Busch Stadium,81,3262109,40272,2592218
NL,2013,SLN,St. Louis Cardinals,Busch Stadium,81,3369769,41602,2629060
NL,2014,SLN,St. Louis Cardinals,Busch Stadium,81,3540649,43712,2615565
NL,1969,SDN,San Diego Padres,San Diego Stadium,81,512970,6333,1257912
NL,1970,SDN,San Diego Padres,San Diego Stadium,81,643679,7947,1388517
NL,1971,SDN,San Diego Padres,San Diego Stadium,81,557513,6926,1443738
NL,1972,SDN,San Diego Padres,San Diego Stadium,80,644273,8422,1294144
NL,1973,SDN,San Diego Padres,San Diego Stadium,81,611826,7553,1389610
NL,1974,SDN,San Diego Padres,San Diego Stadium,81,1075399,13277,1414860
NL,1975,SDN,San Diego Padres,San Diego Stadium,81,1281747,15824,1383374
NL,1976,SDN,San Diego Padres,San Diego Stadium,80,1458478,18006,1388377
NL,1977,SDN,San Diego Padres,San Diego Stadium,81,1376269,16991,1589186
NL,1978,SDN,San Diego Padres,San Diego Stadium,81,1670107,20619,1675577
NL,1979,SDN,San Diego Padres,San Diego Stadium,81,1456967,18099,1764868
NL,1980,SDN,San Diego Padres,San Diego Stadium,81,1139026,14062,1760340
NL,1981,SDN,San Diego Padres,Jack Murphy Stadium,55,519161,9439,1039866
NL,1982,SDN,San Diego Padres,Jack Murphy Stadium,81,1607516,19846,1792285
NL,1983,SDN,San Diego Padres,Jack Murphy Stadium,82,1539815,19010,1795774
NL,1984,SDN,San Diego Padres,Jack Murphy Stadium,81,1983904,24493,1731786
NL,1985,SDN,San Diego Padres,Jack Murphy Stadium,81,2210352,27288,1857680
NL,1986,SDN,San Diego Padres,Jack Murphy Stadium,81,1805716,22293,1861123
NL,1987,SDN,San Diego Padres,Jack Murphy Stadium,81,1454061,17951,2061180
NL,1988,SDN,San Diego Padres,Jack Murphy Stadium,81,1506896,18719,2041606
NL,1989,SDN,San Diego Padres,Jack Murphy Stadium,81,2009031,24803,2110320
NL,1990,SDN,San Diego Padres,Jack Murphy Stadium,81,1856396,22918,2040959
NL,1991,SDN,San Diego Padres,Jack Murphy Stadium,81,1804289,22275,2058014
NL,1992,SDN,San Diego Padres,Jack Murphy Stadium,81,1721406,21252,2009261
NL,1993,SDN,San Diego Padres,Jack Murphy Stadium,81,1375432,16981,2637470
NL,1994,SDN,San Diego Padres,Jack Murphy Stadium,57,953857,16305,1843416
NL,1995,SDN,San Diego Padres,Jack Murphy Stadium,72,1041805,14470,1793589
NL,1996,SDN,San Diego Padres,Jack Murphy Stadium,81,2187886,27011,2169949
NL,1997,SDN,San Diego Padres,Qualcomm Stadium,81,2089333,25794,2277526
NL,1998,SDN,San Diego Padres,Qualcomm Stadium,81,2555874,31554,2401674
NL,1999,SDN,San Diego Padres,Qualcomm Stadium,81,2523538,31155,2380436
NL,2000,SDN,San Diego Padres,Qualcomm Stadium,81,2423149,29043,2480194
NL,2001,SDN,San Diego Padres,Qualcomm Stadium,81,2378128,29727,2481346
NL,2002,SDN,San Diego Padres,Qualcomm Stadium,81,2220416,27413,2309294
NL,2003,SDN,San Diego Padres,Qualcomm Stadium,81,2030084,25062,2273813
NL,2004,SDN,San Diego Padres,PETCO Park,81,3040046,37531,2512690
NL,2005,SDN,San Diego Padres,PETCO Park,81,2832039,35400,2583685
NL,2006,SDN,San Diego Padres,PETCO Park,81,2659732,32836,2598741
NL,2007,SDN,San Diego Padres,PETCO Park,81,2790074,34445,2756384
NL,2008,SDN,San Diego Padres,PETCO Park,81,2427535,29969,2755082
NL,2009,SDN,San Diego Padres,PETCO Park,81,1922603,23735,2571627
NL,2010,SDN,San Diego Padres,PETCO Park,81,2131774,26318,2563111
NL,2011,SDN,San Diego Padres,PETCO Park,81,2143018,26457,2547018
NL,2012,SDN,San Diego Padres,PETCO Park,81,2123721,26218,2592218
NL,2013,SDN,San Diego Padres,PETCO Park,81,2166691,26749,2629060
NL,2014,SDN,San Diego Padres,PETCO Park,81,2195373,27103,2615565
NL,1901,NY1,New York Giants,Polo Grounds,71,297650,4345,240004
NL,1902,NY1,New York Giants,Polo Grounds,71,302875,4454,210377
NL,1903,NY1,New York Giants,Polo Grounds,70,579530,8339,298795
NL,1904,NY1,New York Giants,Polo Grounds,84,609826,7972,333034
NL,1905,NY1,New York Giants,Polo Grounds,76,552700,7225,341789
NL,1906,NY1,New York Giants,Polo Grounds,75,402850,5301,347652
NL,1907,NY1,New York Giants,Polo Grounds,77,538350,7037,330028
NL,1908,NY1,New York Giants,Polo Grounds,80,910000,11818,439014
NL,1909,NY1,New York Giants,Polo Grounds,77,783700,10244,437053
NL,1910,NY1,New York Giants,Hilltop Park / Polo Grounds,79,511785,6647,366970
NL,1911,NY1,New York Giants,Polo Grounds,75,675000,8824,403971
NL,1912,NY1,New York Giants,Polo Grounds,76,638000,8450,341970
NL,1913,NY1,New York Giants,Polo Grounds,81,630000,8289,353941
NL,1914,NY1,New York Giants,Polo Grounds,80,364313,4731,213425
NL,1915,NY1,New York Giants,Polo Grounds,76,391850,5156,303768
NL,1916,NY1,New York Giants,Polo Grounds,78,552056,7264,381454
NL,1917,NY1,New York Giants,Polo Grounds,80,500264,6497,295142
NL,1918,NY1,New York Giants,Polo Grounds,56,256618,4139,171516
NL,1919,NY1,New York Giants,Polo Grounds,69,708857,10127,359775
NL,1920,NY1,New York Giants,Polo Grounds,80,929609,12073,504572
NL,1921,NY1,New York Giants,Polo Grounds,79,973477,12725,498373
NL,1922,NY1,New York Giants,Polo Grounds,79,945809,12283,492728
NL,1923,NY1,New York Giants,Polo Grounds,77,820780,10729,508727
NL,1924,NY1,New York Giants,Polo Grounds,77,844068,11034,542581
NL,1925,NY1,New York Giants,Polo Grounds,76,778993,10250,544213
NL,1926,NY1,New York Giants,Polo Grounds,76,700362,9276,615050
NL,1927,NY1,New York Giants,Polo Grounds,74,858190,11145,663740
NL,1928,NY1,New York Giants,Polo Grounds,77,916191,11899,610137
NL,1929,NY1,New York Giants,Polo Grounds,77,868806,11507,615714
NL,1930,NY1,New York Giants,Polo Grounds,77,868714,11282,680817
NL,1931,NY1,New York Giants,Polo Grounds,78,812163,10686,572977
NL,1932,NY1,New York Giants,Polo Grounds,77,484868,6297,480167
NL,1933,NY1,New York Giants,Polo Grounds,77,604471,7956,395353
NL,1934,NY1,New York Giants,Polo Grounds,75,730851,9554,400013
NL,1935,NY1,New York Giants,Polo Grounds,79,748748,9788,457164
NL,1936,NY1,New York Giants,Polo Grounds,78,837952,10882,487961
NL,1937,NY1,New York Giants,Polo Grounds,75,926887,12196,525529
NL,1938,NY1,New York Giants,Polo Grounds,73,799633,10662,570103
NL,1939,NY1,New York Giants,Polo Grounds,74,702457,9304,588397
NL,1940,NY1,New York Giants,Polo Grounds,76,747852,9840,548712
NL,1941,NY1,New York Giants,Polo Grounds,78,763098,9975,597206
NL,1942,NY1,New York Giants,Polo Grounds,79,779621,10258,544169
NL,1943,NY1,New York Giants,Polo Grounds,77,466095,6093,471168
NL,1944,NY1,New York Giants,Polo Grounds,75,674483,8760,496824
NL,1945,NY1,New York Giants,Polo Grounds,78,1016468,13375,657588
NL,1946,NY1,New York Giants,Polo Grounds,77,1219873,15843,1112763
NL,1947,NY1,New York Giants,Polo Grounds,76,1600793,20790,1298559
NL,1948,NY1,New York Giants,Polo Grounds,77,1459269,18952,1221343
NL,1949,NY1,New York Giants,Polo Grounds,79,1218446,15824,1185590
NL,1950,NY1,New York Giants,Polo Grounds,76,1008878,13102,1040077
NL,1951,NY1,New York Giants,Polo Grounds,78,1059539,13497,905500
NL,1952,NY1,New York Giants,Polo Grounds,77,984940,12791,792394
NL,1953,NY1,New York Giants,Polo Grounds,77,811518,10539,927465
NL,1954,NY1,New York Giants,Polo Grounds,76,1155067,15001,1001690
NL,1955,NY1,New York Giants,Polo Grounds,79,824112,10703,959302
NL,1956,NY1,New York Giants,Polo Grounds,77,629179,8171,1081196
NL,1957,NY1,New York Giants,Polo Grounds,77,653923,8493,1102450
NL,1958,SFN,San Francisco Giants,Seals Stadium,77,1272625,15711,1270575
NL,1959,SFN,San Francisco Giants,Seals Stadium,77,1422130,17557,1249316
NL,1960,SFN,San Francisco Giants,Candlestick Park,77,1795356,22165,1335620
NL,1961,SFN,San Francisco Giants,Candlestick Park,77,1390679,17169,1091438
NL,1962,SFN,San Francisco Giants,Candlestick Park,82,1592594,19662,"1,13,6016"
NL,1963,SFN,San Francisco Giants,Candlestick Park,81,1571306,19399,1138223
NL,1964,SFN,San Francisco Giants,Candlestick Park,81,1504364,18572,1204519
NL,1965,SFN,San Francisco Giants,Candlestick Park,81,1546075,19087,1358114
NL,1966,SFN,San Francisco Giants,Candlestick Park,81,1657192,20459,1501547
NL,1967,SFN,San Francisco Giants,Candlestick Park,82,1242480,15339,1297143
NL,1968,SFN,San Francisco Giants,Candlestick Park,81,837220,10336,1178536
NL,1969,SFN,San Francisco Giants,Candlestick Park,81,873603,10785,1257912
NL,1970,SFN,San Francisco Giants,Candlestick Park,81,740720,9145,1388517
NL,1971,SFN,San Francisco Giants,Candlestick Park,81,1106043,13654,1443738
NL,1972,SFN,San Francisco Giants,Candlestick Park,77,647744,7997,1294144
NL,1973,SFN,San Francisco Giants,Candlestick Park,81,834193,10299,1389610
NL,1974,SFN,San Francisco Giants,Candlestick Park,81,519987,6420,1414860
NL,1975,SFN,San Francisco Giants,Candlestick Park,81,522919,6456,1383374
NL,1976,SFN,San Francisco Giants,Candlestick Park,81,626868,7739,1388377
NL,1977,SFN,San Francisco Giants,Candlestick Park,81,700056,8643,1589186
NL,1978,SFN,San Francisco Giants,Candlestick Park,81,1740477,21487,1675577
NL,1979,SFN,San Francisco Giants,Candlestick Park,81,1456402,17980,1764868
NL,1980,SFN,San Francisco Giants,Candlestick Park,81,1096115,13532,1760340
NL,1981,SFN,San Francisco Giants,Candlestick Park,53,632274,7806,1039866
NL,1982,SFN,San Francisco Giants,Candlestick Park,81,1200948,14827,1792285
NL,1983,SFN,San Francisco Giants,Candlestick Park,81,1251530,15451,1795774
NL,1984,SFN,San Francisco Giants,Candlestick Park,81,1001545,12365,1731786
NL,1985,SFN,San Francisco Giants,Candlestick Park,81,818697,10107,1857680
NL,1986,SFN,San Francisco Giants,Candlestick Park,81,1528748,18873,1861123
NL,1987,SFN,San Francisco Giants,Candlestick Park,81,1917168,23669,2061180
NL,1988,SFN,San Francisco Giants,Candlestick Park,81,1785297,22041,2041606
NL,1989,SFN,San Francisco Giants,Candlestick Park,81,2059701,25428,2110320
NL,1990,SFN,San Francisco Giants,Candlestick Park,81,1975528,24389,2040959
NL,1991,SFN,San Francisco Giants,Candlestick Park,81,1737478,21450,2058014
NL,1992,SFN,San Francisco Giants,Candlestick Park,81,1560998,19272,2009261
NL,1993,SFN,San Francisco Giants,Candlestick Park,81,2606354,32177,2637470
NL,1994,SFN,San Francisco Giants,Candlestick Park,60,1704608,21045,1843416
NL,1995,SFN,San Francisco Giants,Candlestick Park,72,1241500,15327,1793589
NL,1996,SFN,San Francisco Giants,Candlestick Park,82,1413922,17456,2169949
NL,1997,SFN,San Francisco Giants,3Com Park,81,1690869,20875,2277526
NL,1998,SFN,San Francisco Giants,3Com Park,81,1925364,23770,2401674
NL,1999,SFN,San Francisco Giants,3Com Park,81,2078365,25659,2380436
NL,2000,SFN,San Francisco Giants,PacBell Park,81,3318800,40973,2480194
NL,2001,SFN,San Francisco Giants,PacBell Park,81,3311000,40877,2481346
NL,2002,SFN,San Francisco Giants,PacBell Park,81,3253205,40163,2309294
NL,2003,SFN,San Francisco Giants,PacBell Park,81,3264898,40307,2273813
NL,2004,SFN,San Francisco Giants,PacBell Park,82,3258864,40232,2512690
NL,2005,SFN,San Francisco Giants,AT&T Park,81,3140781,39259,2583685
NL,2006,SFN,San Francisco Giants,AT&T Park,81,3130304,38645,2598741
NL,2007,SFN,San Francisco Giants,AT&T Park,81,3223202,39792,2756384
NL,2008,SFN,San Francisco Giants,AT&T Park,81,2863837,35356,2755082
NL,2009,SFN,San Francisco Giants,AT&T Park,81,2861113,35322,2571627
NL,2010,SFN,San Francisco Giants,AT&T Park,81,3037443,37499,2563111
NL,2011,SFN,San Francisco Giants,AT&T Park,81,3387303,41819,2547018
NL,2012,SFN,San Francisco Giants,AT&T Park,81,3377371,41695,2592218
NL,2013,SFN,San Francisco Giants,AT&T Park,82,3369106,41087,2629060
NL,2014,SFN,San Francisco Giants,AT&T Park,81,3368697,41589,2615565
NL,1969,MON,Montreal Expos,Parc Jarry,81,1212608,14970,1257912
NL,1970,MON,Montreal Expos,Parc Jarry,80,1424683,17589,1388517
NL,1971,MON,Montreal Expos,Parc Jarry,80,1290963,16037,1443738
NL,1972,MON,Montreal Expos,Parc Jarry,78,1142145,14643,1294144
NL,1973,MON,Montreal Expos,Parc Jarry,81,1246863,15393,1389610
NL,1974,MON,Montreal Expos,Parc Jarry,80,1019134,12660,1414860
NL,1975,MON,Montreal Expos,Parc Jarry,81,908292,11213,1383374
NL,1976,MON,Montreal Expos,Parc Jarry,80,646704,7984,1388377
NL,1977,MON,Montreal Expos,Stade Olympique,81,1433757,17701,1589186
NL,1978,MON,Montreal Expos,Stade Olympique,80,1427007,17617,1675577
NL,1979,MON,Montreal Expos,Stade Olympique,81,2102173,26277,1764868
NL,1980,MON,Montreal Expos,Stade Olympique,80,2208175,27261,1760340
NL,1981,MON,Montreal Expos,Stade Olympique,56,1534564,28418,1039866
NL,1982,MON,Montreal Expos,Stade Olympique,81,2318292,28621,1792285
NL,1983,MON,Montreal Expos,Stade Olympique,81,2320651,28650,1795774
NL,1984,MON,Montreal Expos,Stade Olympique,81,1606531,19957,1731786
NL,1985,MON,Montreal Expos,Stade Olympique,81,1502494,18665,1857680
NL,1986,MON,Montreal Expos,Stade Olympique,80,1128981,14025,1861123
NL,1987,MON,Montreal Expos,Stade Olympique,81,1850324,22844,2061180
NL,1988,MON,Montreal Expos,Stade Olympique,81,1478659,18255,2041606
NL,1989,MON,Montreal Expos,Stade Olympique,81,1783533,22019,2110320
NL,1990,MON,Montreal Expos,Stade Olympique,81,1373087,16952,2040959
NL,1991,MON,Montreal Expos,Stade Olympique,68,934742,11612,2058014
NL,1992,MON,Montreal Expos,Stade Olympique,81,1669127,20607,2009261
NL,1993,MON,Montreal Expos,Stade Olympique,81,1641437,20265,2637470
NL,1994,MON,Montreal Expos,Stade Olympique,52,1276250,22390,1843416
NL,1995,MON,Montreal Expos,Stade Olympique,72,1309618,18189,1793589
NL,1996,MON,Montreal Expos,Stade Olympique,81,1616709,19959,2169949
NL,1997,MON,Montreal Expos,Stade Olympique,81,1497609,18489,2277526
NL,1998,MON,Montreal Expos,Stade Olympique,81,914909,11295,2401674
NL,1999,MON,Montreal Expos,Stade Olympique,81,772737,9540,2380436
NL,2000,MON,Montreal Expos,Stade Olympique,81,926272,11435,2480194
NL,2001,MON,Montreal Expos,Stade Olympique,81,642743,7935,2481346
NL,2002,MON,Montreal Expos,Stade Olympique,81,812537,10031,2309294
NL,2003,MON,Montreal Expos,Stade Olympique / Hiram Bithorn Stadium,81,1025639,12662,2273813
NL,2004,MON,Montreal Expos,Stade Olympique / Hiram Bithorn Stadium,80,748550,9356,2512690
NL,2005,WAS,Washington Nationals,R.F.K. Stadium,81,2692123,33651,2583685
